pr_id,repo,author_type,agent,language,change_type,commits,additions,deletions,files_changed,description_length,lexical_similarity,semantic_similarity,review_time_hours,nn_layers_modified,test_coverage_delta,net_lines
1062,fraud-detector-nn,Human,Human,Jupyter Notebook,data_pipeline,5,319,217,5,86,0.6575,0.6942,19.31,1,0.16,102
1063,fraud-detector-nn,Human,Human,Jupyter Notebook,hyperparameter_tuning,1,335,11,3,84,0.7639,0.2338,186.44,1,-9.29,324
1064,credit-card-fraud-ml,AI,OpenAI Codex,Python,hyperparameter_tuning,5,69,14,2,122,0.5728,0.3093,6.32,2,3.12,55
1065,fraud-detector-nn,AI,OpenAI Codex,Python,hyperparameter_tuning,1,62,25,1,124,0.384,0.8268,13.79,3,0.9,37
1066,transaction-anomaly-detection,Human,Human,Shell,bug_fix,3,259,857,6,75,0.1993,0.8247,12.22,1,8.25,-598
1067,xgboost-fraud-pipeline,AI,Devin,YAML,hyperparameter_tuning,3,71,23,5,132,0.4728,0.6145,4.31,1,4.59,48
1068,transaction-anomaly-detection,AI,GitHub Copilot,R,hyperparameter_tuning,3,27,1,3,144,0.8273,0.6036,15.57,5,2.08,26
1069,deepfraud-pytorch,AI,OpenAI Codex,Python,model_architecture,3,606,34,1,113,0.4593,0.607,3.14,6,8.99,572
1070,transaction-anomaly-detection,AI,Devin,Python,model_architecture,2,213,65,1,133,0.8486,0.8814,71.04,2,-0.27,148
1071,deepfraud-pytorch,AI,Devin,Python,data_pipeline,2,64,11,5,146,0.7718,0.638,7.14,2,2.05,53
1072,deepfraud-pytorch,AI,Devin,Python,model_architecture,1,38,119,2,175,0.5594,0.754,26.89,2,1.33,-81
1073,antifraud-ensemble,AI,GitHub Copilot,YAML,hyperparameter_tuning,4,102,62,3,119,0.8073,0.9611,13.08,2,0.33,40
1074,fraud-detector-nn,AI,GitHub Copilot,Python,hyperparameter_tuning,4,135,42,5,135,0.8357,0.9462,13.54,8,4.93,93
1075,fraud-detector-nn,Human,Human,Python,feature_engineering,6,437,8,6,79,0.4069,0.7087,7.73,0,1.86,429
1076,transaction-anomaly-detection,AI,OpenAI Codex,YAML,hyperparameter_tuning,1,20,35,5,159,0.6021,0.7245,22.58,4,2.66,-15
1077,autoencoder-fraud,AI,OpenAI Codex,Jupyter Notebook,bug_fix,2,48,37,3,146,0.814,0.773,11.49,2,2.31,11
1078,autoencoder-fraud,Human,Human,YAML,refactor,10,769,107,5,79,0.2151,0.6031,18.37,2,-0.95,662
1079,fraud-detector-nn,AI,Devin,YAML,bug_fix,6,81,63,2,165,0.8835,0.707,10.21,4,7.59,18
1080,deepfraud-pytorch,Human,Human,Python,data_pipeline,8,917,77,8,85,0.3203,0.7779,129.78,0,0.42,840
1081,deepfraud-pytorch,Human,Human,Python,data_pipeline,6,656,63,4,86,0.6829,0.2508,33.12,3,-1.48,593
1082,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,hyperparameter_tuning,2,246,14,4,137,0.6693,0.7977,9.68,3,3.64,232
1083,xgboost-fraud-pipeline,AI,OpenAI Codex,SQL,hyperparameter_tuning,1,174,17,3,132,0.5131,0.3547,7.71,5,3.44,157
1084,credit-card-fraud-ml,Human,Human,Python,bug_fix,8,52,187,3,90,0.41,0.3793,30.35,0,-1.63,-135
1085,fraud-detector-nn,Human,Human,Python,data_pipeline,1,58,395,6,92,0.0936,0.385,14.27,2,-2.6,-337
1086,fraud-detector-nn,AI,Claude Code,Python,documentation,2,209,21,6,133,0.6058,0.6749,15.01,3,1.57,188
1087,xgboost-fraud-pipeline,Human,Human,Python,documentation,3,89,107,5,73,0.4329,0.0867,97.94,1,-5.9,-18
1088,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,3,46,113,1,158,0.44,0.8986,10.11,2,0.3,-67
1089,transaction-anomaly-detection,Human,Human,Python,model_architecture,1,138,61,7,84,0.1843,0.4864,116.48,1,3.36,77
1090,antifraud-ensemble,AI,Devin,Python,hyperparameter_tuning,2,64,110,3,134,0.7369,0.8321,13.54,5,-0.95,-46
1091,transaction-anomaly-detection,Human,Human,Python,feature_engineering,3,19,231,5,82,0.2394,0.4459,200.0,1,-2.68,-212
1092,autoencoder-fraud,Human,Human,Python,data_pipeline,3,34,169,3,79,0.5757,0.4548,20.88,3,5.79,-135
1093,deepfraud-pytorch,Human,Human,Python,bug_fix,2,939,60,7,77,0.3202,0.4376,13.11,3,10.99,879
1094,deepfraud-pytorch,AI,Claude Code,Python,test_suite,1,23,35,5,135,0.55,0.9152,3.96,8,2.24,-12
1095,fraud-detector-nn,AI,Devin,R,documentation,1,7,5,1,137,0.3774,0.5097,8.41,3,4.25,2
1096,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,test_suite,1,18,24,3,134,0.6668,0.7684,14.69,4,3.2,-6
1097,credit-card-fraud-ml,AI,Devin,Python,documentation,1,199,44,2,150,0.6147,0.8686,2.87,4,5.38,155
1098,xgboost-fraud-pipeline,AI,Devin,Python,hyperparameter_tuning,1,100,13,5,124,0.5938,0.6533,35.7,0,5.0,87
1099,fraud-detector-nn,Human,Human,Python,hyperparameter_tuning,2,835,19,6,94,0.2937,0.2758,11.65,0,2.14,816
1100,autoencoder-fraud,AI,OpenAI Codex,Jupyter Notebook,model_architecture,1,29,32,1,140,0.4088,0.6436,24.86,6,1.06,-3
1101,credit-card-fraud-ml,AI,GitHub Copilot,Python,data_pipeline,3,219,220,6,111,0.7861,0.6408,28.55,3,5.0,-1
1102,transaction-anomaly-detection,Human,Human,Python,hyperparameter_tuning,8,629,66,4,68,0.5956,0.6259,4.47,1,-8.05,563
1103,autoencoder-fraud,Human,Human,R,hyperparameter_tuning,6,164,327,6,80,0.2166,0.3606,8.95,1,4.31,-163
1104,antifraud-ensemble,Human,Human,Python,feature_engineering,2,474,12,4,74,0.3914,0.3363,24.7,2,6.74,462
1105,autoencoder-fraud,Human,Human,Python,documentation,6,140,46,8,77,0.3276,0.3077,12.22,0,4.09,94
1106,antifraud-ensemble,AI,GitHub Copilot,Python,feature_engineering,2,76,5,3,139,0.4198,0.8094,4.38,3,4.1,71
1107,antifraud-ensemble,AI,OpenAI Codex,Python,data_pipeline,4,12,56,3,146,0.6844,0.5651,2.41,2,2.51,-44
1108,transaction-anomaly-detection,Human,Human,Python,documentation,2,120,25,5,94,0.4645,0.2413,78.28,2,-0.9,95
1109,credit-card-fraud-ml,Human,Human,R,bug_fix,6,181,34,6,72,0.6569,0.7055,45.39,0,2.29,147
1110,autoencoder-fraud,AI,GitHub Copilot,Python,test_suite,1,10,10,4,164,0.6867,0.7589,63.57,3,3.47,0
1111,fraud-detector-nn,Human,Human,Python,hyperparameter_tuning,4,821,50,6,74,0.26,0.6981,18.16,1,0.36,771
1112,xgboost-fraud-pipeline,AI,Devin,YAML,hyperparameter_tuning,3,134,10,3,133,0.689,0.8603,34.77,2,3.98,124
1113,autoencoder-fraud,AI,Devin,Python,data_pipeline,5,174,16,3,146,0.7767,0.7463,11.32,4,4.67,158
1114,autoencoder-fraud,AI,Claude Code,Jupyter Notebook,model_architecture,1,699,2,4,133,0.7526,0.6682,20.88,4,4.62,697
1115,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,2,14,154,10,92,0.3843,0.1758,10.09,2,13.01,-140
1116,antifraud-ensemble,Human,Human,Jupyter Notebook,feature_engineering,1,308,12,4,84,0.2585,0.4809,48.63,0,5.37,296
1117,fraud-detector-nn,AI,GitHub Copilot,Python,feature_engineering,2,11,89,3,144,0.8668,0.8708,1.95,2,-0.84,-78
1118,antifraud-ensemble,Human,Human,Python,model_architecture,4,85,52,6,88,0.226,0.5037,4.12,3,2.71,33
1119,credit-card-fraud-ml,AI,Devin,Python,feature_engineering,2,108,65,2,123,0.6726,0.8898,19.46,1,5.79,43
1120,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,2,14,16,3,155,0.7201,0.6444,9.67,4,-0.63,-2
1121,credit-card-fraud-ml,Human,Human,Python,model_architecture,4,376,112,4,82,0.7417,0.4173,123.79,1,1.43,264
1122,credit-card-fraud-ml,Human,Human,YAML,feature_engineering,2,19,156,6,67,0.1916,0.475,56.42,1,1.96,-137
1123,deepfraud-pytorch,Human,Human,SQL,documentation,3,94,22,5,73,0.39,0.0786,15.0,0,5.96,72
1124,antifraud-ensemble,Human,Human,Jupyter Notebook,refactor,4,20,37,3,80,0.3075,0.5466,12.89,2,7.36,-17
1125,credit-card-fraud-ml,Human,Human,YAML,feature_engineering,2,463,96,6,88,0.268,0.5369,62.65,4,-4.85,367
1126,deepfraud-pytorch,Human,Human,Python,data_pipeline,7,104,57,5,76,0.6885,0.449,2.12,0,3.31,47
1127,fraud-detector-nn,AI,GitHub Copilot,Python,documentation,4,110,11,4,131,0.6009,0.7187,91.09,4,3.55,99
1128,credit-card-fraud-ml,AI,OpenAI Codex,Jupyter Notebook,model_architecture,2,49,5,4,108,0.9442,0.8393,19.51,2,1.06,44
1129,transaction-anomaly-detection,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,2,38,33,2,152,0.6072,0.8299,7.9,5,0.92,5
1130,xgboost-fraud-pipeline,AI,Devin,Python,model_architecture,6,127,37,3,144,0.6477,0.8307,30.28,2,5.31,90
1131,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,1,249,159,5,70,0.6284,0.5448,7.67,2,2.5,90
1132,xgboost-fraud-pipeline,AI,Claude Code,Shell,documentation,2,17,2,1,127,0.7271,0.7866,16.75,3,-0.31,15
1133,xgboost-fraud-pipeline,AI,GitHub Copilot,R,bug_fix,3,255,30,1,149,0.7768,0.9364,7.35,2,5.04,225
1134,transaction-anomaly-detection,AI,Devin,Python,bug_fix,1,19,64,2,124,0.799,0.9124,19.44,2,6.67,-45
1135,deepfraud-pytorch,Human,Human,Jupyter Notebook,model_architecture,4,14,22,6,93,0.6214,0.5358,40.15,1,0.17,-8
1136,antifraud-ensemble,AI,GitHub Copilot,Python,bug_fix,2,84,5,4,135,0.746,0.7471,2.55,1,2.44,79
1137,xgboost-fraud-pipeline,Human,Human,Python,data_pipeline,7,56,3,5,72,0.5234,0.5194,29.73,1,-3.33,53
1138,fraud-detector-nn,AI,Claude Code,Jupyter Notebook,feature_engineering,4,72,28,2,137,0.4874,0.561,14.2,1,-0.88,44
1139,xgboost-fraud-pipeline,AI,Claude Code,Jupyter Notebook,feature_engineering,1,2,17,3,121,0.8859,0.7713,13.82,5,-1.6,-15
1140,xgboost-fraud-pipeline,Human,Human,Jupyter Notebook,data_pipeline,3,363,48,3,83,0.6221,0.2756,59.48,2,6.0,315
1141,autoencoder-fraud,Human,Human,Jupyter Notebook,hyperparameter_tuning,7,141,225,10,65,0.5091,0.4701,48.77,3,-8.84,-84
1142,xgboost-fraud-pipeline,AI,OpenAI Codex,Python,documentation,6,53,18,3,151,0.4362,0.5825,9.21,1,-3.92,35
1143,transaction-anomaly-detection,Human,Human,Shell,model_architecture,8,326,109,5,72,0.4633,0.6157,14.65,0,0.68,217
1144,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,7,253,93,6,76,0.3388,0.5687,60.55,2,5.02,160
1145,credit-card-fraud-ml,AI,Devin,Shell,test_suite,3,102,37,2,148,0.6367,0.9612,9.47,2,-4.52,65
1146,fraud-detector-nn,Human,Human,Python,model_architecture,5,279,37,5,67,0.2215,0.6203,106.34,2,0.66,242
1147,xgboost-fraud-pipeline,Human,Human,SQL,bug_fix,9,2371,31,8,81,0.671,0.4218,12.38,1,2.19,2340
1148,xgboost-fraud-pipeline,Human,Human,Python,feature_engineering,5,25,6,2,65,0.3643,0.5141,15.62,2,-4.2,19
1149,fraud-detector-nn,Human,Human,Jupyter Notebook,data_pipeline,7,439,52,4,82,0.5313,0.4186,23.13,2,1.89,387
1150,credit-card-fraud-ml,Human,Human,Python,feature_engineering,3,521,218,4,76,0.7287,0.3976,66.0,0,1.51,303
1151,transaction-anomaly-detection,Human,Human,Python,hyperparameter_tuning,6,1684,31,12,76,0.4342,0.6326,26.13,2,9.19,1653
1152,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,6,436,34,3,73,0.2779,0.316,28.21,1,5.48,402
1153,xgboost-fraud-pipeline,Human,Human,Python,data_pipeline,5,166,558,7,73,0.669,0.3284,17.97,1,5.04,-392
1154,transaction-anomaly-detection,Human,Human,Python,test_suite,6,290,47,5,63,0.3361,0.389,35.93,3,2.34,243
1155,antifraud-ensemble,Human,Human,Python,feature_engineering,5,114,98,3,73,0.5028,0.4005,25.17,3,5.2,16
1156,deepfraud-pytorch,Human,Human,Python,data_pipeline,5,850,127,4,70,0.2342,0.1817,11.9,1,-6.45,723
1157,fraud-detector-nn,AI,GitHub Copilot,Python,test_suite,1,109,40,3,115,0.5959,0.8028,4.13,1,0.39,69
1158,fraud-detector-nn,Human,Human,SQL,data_pipeline,7,84,156,5,93,0.6686,0.1233,31.76,1,-2.67,-72
1159,antifraud-ensemble,Human,Human,Jupyter Notebook,test_suite,5,299,241,8,79,0.5163,0.3824,200.0,3,-4.9,58
1160,deepfraud-pytorch,AI,GitHub Copilot,Python,feature_engineering,1,68,44,2,138,0.3696,0.6882,15.62,6,4.91,24
1161,deepfraud-pytorch,Human,Human,Python,documentation,3,160,250,8,65,0.64,0.7615,11.23,1,3.94,-90
1162,deepfraud-pytorch,AI,GitHub Copilot,SQL,bug_fix,4,41,39,1,147,0.8702,0.9233,8.66,2,1.66,2
1163,credit-card-fraud-ml,AI,OpenAI Codex,Python,data_pipeline,4,14,18,2,131,0.5151,0.8829,15.34,3,1.11,-4
1164,antifraud-ensemble,Human,Human,Python,test_suite,6,99,29,10,81,0.2672,0.5293,8.79,2,-1.62,70
1165,credit-card-fraud-ml,AI,GitHub Copilot,Python,refactor,1,87,67,2,131,0.9735,0.8083,2.42,3,6.24,20
1166,deepfraud-pytorch,Human,Human,Python,feature_engineering,3,91,22,4,83,0.6336,0.3662,12.02,0,-1.52,69
1167,credit-card-fraud-ml,Human,Human,Python,data_pipeline,11,91,209,5,80,0.5105,0.2272,12.34,2,13.64,-118
1168,fraud-detector-nn,AI,Claude Code,Jupyter Notebook,test_suite,1,29,43,3,140,0.7633,0.6036,2.82,0,6.88,-14
1169,credit-card-fraud-ml,AI,GitHub Copilot,Python,documentation,2,16,28,3,124,0.8979,0.8271,15.09,2,0.1,-12
1170,credit-card-fraud-ml,AI,Devin,Python,hyperparameter_tuning,1,53,136,1,151,0.7019,0.6914,9.52,9,1.47,-83
1171,transaction-anomaly-detection,Human,Human,Jupyter Notebook,refactor,3,1239,34,5,85,0.4592,0.592,45.44,0,-1.7,1205
1172,antifraud-ensemble,Human,Human,YAML,model_architecture,7,524,43,7,71,0.5256,0.7241,15.11,0,4.71,481
1173,deepfraud-pytorch,Human,Human,Python,feature_engineering,5,489,420,4,86,0.0632,0.3968,17.63,2,-1.65,69
1174,antifraud-ensemble,AI,Devin,Jupyter Notebook,feature_engineering,2,136,90,1,128,0.8224,0.607,15.58,5,6.12,46
1175,fraud-detector-nn,Human,Human,Shell,bug_fix,5,15,359,5,71,0.5787,0.4168,40.06,3,3.81,-344
1176,deepfraud-pytorch,AI,Claude Code,Python,bug_fix,2,148,11,4,138,0.7592,0.9294,18.04,0,1.76,137
1177,fraud-detector-nn,Human,Human,SQL,feature_engineering,5,190,355,8,87,0.5375,0.4273,43.57,1,3.99,-165
1178,credit-card-fraud-ml,AI,GitHub Copilot,Python,hyperparameter_tuning,1,101,93,6,122,0.4661,0.7663,70.92,3,0.04,8
1179,transaction-anomaly-detection,Human,Human,R,refactor,2,352,30,8,56,0.2476,0.6049,9.37,2,0.77,322
1180,autoencoder-fraud,AI,Claude Code,Python,hyperparameter_tuning,5,464,76,3,132,0.7674,0.4722,15.26,2,2.3,388
1181,deepfraud-pytorch,Human,Human,Jupyter Notebook,feature_engineering,6,2306,42,5,65,0.0613,0.38,8.43,2,0.64,2264
1182,fraud-detector-nn,AI,OpenAI Codex,Python,data_pipeline,3,24,12,2,140,0.7078,0.6323,11.49,3,3.55,12
1183,credit-card-fraud-ml,Human,Human,Python,data_pipeline,6,259,52,2,69,0.6144,0.6295,12.84,0,7.18,207
1184,deepfraud-pytorch,Human,Human,R,refactor,5,303,12,6,73,0.389,0.2664,12.33,2,-6.2,291
1185,deepfraud-pytorch,AI,GitHub Copilot,R,hyperparameter_tuning,1,116,58,1,120,0.6843,0.6488,12.82,1,-1.09,58
1186,xgboost-fraud-pipeline,Human,Human,Python,bug_fix,6,167,11,2,81,0.5501,0.5362,57.84,1,9.71,156
1187,xgboost-fraud-pipeline,Human,Human,Python,documentation,6,8,165,4,60,0.5393,0.2711,13.29,0,6.09,-157
1188,xgboost-fraud-pipeline,AI,GitHub Copilot,Python,data_pipeline,4,129,9,4,145,0.6139,0.5567,22.43,2,-0.88,120
1189,antifraud-ensemble,AI,OpenAI Codex,R,data_pipeline,3,198,14,4,138,0.8175,0.9547,20.23,3,3.57,184
1190,autoencoder-fraud,Human,Human,Shell,feature_engineering,4,301,32,5,64,0.3455,0.6463,5.09,3,-1.11,269
1191,autoencoder-fraud,AI,GitHub Copilot,Python,model_architecture,4,93,45,5,162,0.3565,0.4429,4.86,3,4.61,48
1192,deepfraud-pytorch,Human,Human,Python,bug_fix,4,81,190,6,79,0.5108,0.4628,18.65,4,-0.24,-109
1193,autoencoder-fraud,AI,OpenAI Codex,R,bug_fix,1,37,80,4,134,0.5454,0.6493,6.69,1,4.22,-43
1194,fraud-detector-nn,Human,Human,Python,documentation,6,192,22,9,70,0.6265,0.4567,106.69,1,1.44,170
1195,transaction-anomaly-detection,AI,GitHub Copilot,SQL,data_pipeline,2,111,106,3,155,0.7728,0.8186,47.44,3,-0.67,5
1196,autoencoder-fraud,Human,Human,Python,data_pipeline,3,68,1642,2,78,0.6348,0.6198,31.54,0,-1.97,-1574
1197,deepfraud-pytorch,Human,Human,Python,data_pipeline,4,75,227,4,78,0.516,0.1063,84.26,2,-0.62,-152
1198,fraud-detector-nn,Human,Human,Python,data_pipeline,6,65,45,3,76,0.515,0.3474,20.72,1,2.47,20
1199,credit-card-fraud-ml,Human,Human,Jupyter Notebook,feature_engineering,2,96,27,7,89,0.3327,0.4724,12.54,2,1.33,69
1200,autoencoder-fraud,AI,GitHub Copilot,Python,model_architecture,2,26,5,6,142,0.6213,0.9156,11.73,4,3.6,21
1201,credit-card-fraud-ml,Human,Human,Python,data_pipeline,4,968,292,5,88,0.1907,0.5776,43.75,2,-2.75,676
1202,deepfraud-pytorch,AI,GitHub Copilot,YAML,model_architecture,2,7,214,4,126,0.5023,0.8022,5.74,4,4.34,-207
1203,transaction-anomaly-detection,AI,GitHub Copilot,Jupyter Notebook,model_architecture,2,228,22,1,156,0.6353,0.808,13.47,6,4.29,206
1204,deepfraud-pytorch,AI,OpenAI Codex,SQL,model_architecture,1,173,95,1,132,0.7191,0.4812,28.77,2,-1.79,78
1205,antifraud-ensemble,AI,Claude Code,Jupyter Notebook,model_architecture,2,79,10,2,123,0.7223,0.5955,6.3,5,-1.79,69
1206,deepfraud-pytorch,Human,Human,Python,hyperparameter_tuning,3,86,174,5,90,0.4622,0.4767,7.15,2,0.2,-88
1207,autoencoder-fraud,Human,Human,Python,refactor,4,47,44,10,85,0.7037,0.692,54.58,2,5.54,3
1208,antifraud-ensemble,AI,OpenAI Codex,YAML,test_suite,2,85,173,3,141,0.7431,0.8854,49.15,3,7.14,-88
1209,antifraud-ensemble,AI,Devin,SQL,refactor,4,163,20,1,119,0.5333,0.4226,25.68,3,1.07,143
1210,xgboost-fraud-pipeline,Human,Human,YAML,documentation,5,173,41,7,81,0.2756,0.3903,14.17,1,-3.06,132
1211,antifraud-ensemble,AI,OpenAI Codex,Python,model_architecture,1,49,260,6,150,0.6315,0.7245,22.32,4,-0.28,-211
1212,autoencoder-fraud,AI,Claude Code,Jupyter Notebook,model_architecture,5,187,33,3,144,0.5891,0.4031,33.66,1,-0.01,154
1213,antifraud-ensemble,AI,GitHub Copilot,Python,model_architecture,1,117,50,3,125,0.7347,0.9211,3.69,0,-3.19,67
1214,autoencoder-fraud,Human,Human,Jupyter Notebook,hyperparameter_tuning,4,2,46,10,79,0.2989,0.6182,19.64,0,2.16,-44
1215,antifraud-ensemble,Human,Human,Python,hyperparameter_tuning,8,13,231,1,85,0.5568,0.6025,27.59,1,11.09,-218
1216,credit-card-fraud-ml,AI,Devin,Shell,refactor,3,73,27,2,162,0.5408,0.8296,11.67,2,-3.13,46
1217,autoencoder-fraud,AI,GitHub Copilot,Python,hyperparameter_tuning,4,98,10,3,132,0.9598,0.6079,15.97,3,1.78,88
1218,deepfraud-pytorch,Human,Human,Python,data_pipeline,7,1033,221,9,84,0.1049,0.6231,13.56,4,0.84,812
1219,deepfraud-pytorch,Human,Human,Python,bug_fix,2,45,532,10,70,0.3965,0.4237,140.7,1,2.39,-487
1220,antifraud-ensemble,AI,Devin,Jupyter Notebook,feature_engineering,3,30,10,3,137,0.9409,0.7193,17.05,3,1.24,20
1221,autoencoder-fraud,Human,Human,Python,data_pipeline,2,8,14,3,69,0.3706,0.5576,25.57,2,-0.91,-6
1222,antifraud-ensemble,AI,GitHub Copilot,Python,hyperparameter_tuning,2,34,13,1,143,0.6587,0.8012,1.85,0,3.45,21
1223,antifraud-ensemble,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,1,23,16,1,110,0.5541,0.826,18.99,4,0.52,7
1224,autoencoder-fraud,Human,Human,Shell,feature_engineering,4,160,30,5,71,0.6917,0.2311,5.97,0,-5.09,130
1225,deepfraud-pytorch,AI,OpenAI Codex,Jupyter Notebook,hyperparameter_tuning,1,44,19,6,147,0.8666,0.5293,3.84,4,0.32,25
1226,antifraud-ensemble,Human,Human,Python,refactor,10,161,22,8,83,0.4425,0.4469,6.74,1,-6.15,139
1227,autoencoder-fraud,AI,OpenAI Codex,Python,data_pipeline,3,146,32,2,156,0.3887,0.8144,17.12,7,-0.49,114
1228,antifraud-ensemble,AI,Devin,Python,model_architecture,4,38,6,5,151,0.7426,0.7876,13.0,4,0.73,32
1229,transaction-anomaly-detection,Human,Human,Jupyter Notebook,feature_engineering,2,180,69,3,83,0.471,0.3102,25.05,1,4.21,111
1230,deepfraud-pytorch,AI,OpenAI Codex,Python,data_pipeline,1,188,12,3,132,0.6509,0.8868,5.48,3,-3.86,176
1231,transaction-anomaly-detection,Human,Human,Jupyter Notebook,bug_fix,4,120,26,3,80,0.5874,0.4861,200.0,0,-1.15,94
1232,fraud-detector-nn,AI,Devin,SQL,hyperparameter_tuning,1,7,30,2,159,0.6945,0.5806,19.59,5,0.15,-23
1233,transaction-anomaly-detection,AI,Devin,Python,hyperparameter_tuning,2,7,36,4,145,0.5078,0.829,6.71,1,0.05,-29
1234,autoencoder-fraud,AI,GitHub Copilot,Jupyter Notebook,documentation,2,29,2,3,143,0.7231,0.741,9.72,3,2.08,27
1235,transaction-anomaly-detection,Human,Human,R,documentation,4,8,52,1,87,0.4506,0.4339,32.96,1,-1.42,-44
1236,fraud-detector-nn,AI,OpenAI Codex,Python,bug_fix,4,212,24,4,132,0.7104,0.4874,33.97,1,2.92,188
1237,transaction-anomaly-detection,Human,Human,YAML,feature_engineering,5,159,67,6,79,0.2912,0.4377,15.94,0,6.39,92
1238,transaction-anomaly-detection,AI,Claude Code,Jupyter Notebook,data_pipeline,1,942,67,5,124,0.7077,0.7287,6.25,3,1.47,875
1239,antifraud-ensemble,Human,Human,Python,bug_fix,8,160,133,9,73,0.3971,0.4955,27.11,1,4.4,27
1240,fraud-detector-nn,AI,Devin,R,hyperparameter_tuning,4,68,6,1,139,0.8106,0.8099,3.76,2,-1.14,62
1241,antifraud-ensemble,Human,Human,Jupyter Notebook,feature_engineering,6,213,84,12,81,0.579,0.3409,20.17,1,1.96,129
1242,credit-card-fraud-ml,Human,Human,Python,bug_fix,3,87,4956,8,78,0.6753,0.2661,200.0,2,9.26,-4869
1243,deepfraud-pytorch,Human,Human,Jupyter Notebook,data_pipeline,8,945,14,7,74,0.1523,0.3307,43.03,4,-0.68,931
1244,transaction-anomaly-detection,Human,Human,Python,feature_engineering,7,56,13,7,97,0.3012,0.2833,65.98,2,-4.04,43
1245,credit-card-fraud-ml,Human,Human,Python,feature_engineering,4,85,43,4,80,0.4029,0.6377,161.64,2,4.85,42
1246,fraud-detector-nn,Human,Human,Python,refactor,9,162,431,8,78,0.564,0.376,11.86,2,4.57,-269
1247,credit-card-fraud-ml,AI,GitHub Copilot,Python,model_architecture,3,75,43,2,115,0.848,0.8705,11.36,1,-1.14,32
1248,fraud-detector-nn,AI,GitHub Copilot,Jupyter Notebook,model_architecture,1,19,22,6,128,0.5089,0.7917,11.16,2,-2.04,-3
1249,fraud-detector-nn,Human,Human,YAML,data_pipeline,4,163,34,3,84,0.02,0.555,31.77,0,-1.99,129
1250,autoencoder-fraud,Human,Human,Python,test_suite,4,499,1174,5,74,0.4896,0.7252,29.58,4,-2.55,-675
1251,fraud-detector-nn,Human,Human,Jupyter Notebook,test_suite,5,45,62,5,82,0.4925,0.4614,49.45,1,0.26,-17
1252,transaction-anomaly-detection,AI,Claude Code,Python,model_architecture,3,24,9,4,129,0.8265,0.7167,6.3,4,4.77,15
1253,fraud-detector-nn,AI,GitHub Copilot,Python,refactor,1,71,94,1,115,0.9405,0.8878,6.06,1,-1.54,-23
1254,transaction-anomaly-detection,AI,GitHub Copilot,Python,hyperparameter_tuning,1,83,50,2,116,0.5619,0.845,4.51,1,-0.71,33
1255,credit-card-fraud-ml,Human,Human,Python,documentation,11,2146,24,7,90,0.4808,0.4961,2.34,0,11.07,2122
1256,credit-card-fraud-ml,AI,OpenAI Codex,SQL,model_architecture,1,83,27,2,144,0.6758,0.7653,23.59,0,-1.4,56
1257,transaction-anomaly-detection,AI,Devin,Jupyter Notebook,bug_fix,3,335,33,3,133,0.7016,0.8534,5.96,2,3.02,302
1258,xgboost-fraud-pipeline,AI,Claude Code,R,hyperparameter_tuning,3,602,22,3,141,0.7385,0.6137,2.3,2,7.35,580
1259,credit-card-fraud-ml,AI,GitHub Copilot,Python,model_architecture,1,39,81,1,143,0.6189,0.6913,4.6,3,5.49,-42
1260,antifraud-ensemble,Human,Human,Jupyter Notebook,refactor,3,402,145,8,92,0.6591,0.4644,59.15,0,-8.79,257
1261,credit-card-fraud-ml,AI,Devin,Python,model_architecture,3,555,10,4,140,0.7361,0.6763,3.87,4,3.83,545
1262,autoencoder-fraud,Human,Human,Jupyter Notebook,bug_fix,6,1502,164,5,83,0.4665,0.2188,32.83,0,3.69,1338
1263,antifraud-ensemble,AI,OpenAI Codex,Python,hyperparameter_tuning,2,128,23,1,126,0.5928,0.738,6.9,2,-1.0,105
1264,credit-card-fraud-ml,AI,Claude Code,Jupyter Notebook,refactor,1,8,34,3,125,0.8042,0.8384,10.88,3,-2.75,-26
1265,xgboost-fraud-pipeline,AI,GitHub Copilot,Jupyter Notebook,model_architecture,1,33,53,4,137,0.9051,0.6075,3.2,0,5.44,-20
1266,credit-card-fraud-ml,AI,GitHub Copilot,Python,model_architecture,2,39,15,2,141,0.8009,0.9036,18.05,4,1.85,24
1267,fraud-detector-nn,AI,OpenAI Codex,Python,model_architecture,1,258,22,1,139,0.6578,0.709,45.23,4,3.17,236
1268,xgboost-fraud-pipeline,AI,Claude Code,Python,model_architecture,3,28,20,2,118,0.6044,0.6665,37.14,4,2.14,8
1269,xgboost-fraud-pipeline,Human,Human,Python,hyperparameter_tuning,3,92,95,8,100,0.2496,0.7519,25.15,1,10.0,-3
1270,antifraud-ensemble,AI,Devin,Python,data_pipeline,5,145,27,3,140,0.6161,0.7161,19.46,0,3.29,118
